ASN,Organization,CO2 Emissions
22718,BROWNSVILLE-PUBLIC-UTILITIES-BOARD,383.55
23302,STC,383.55
25709,LAMARUNIV,383.55
26289,SOUTHSIDE-BANCSHARES-INC,383.55
33589,CITYOFSOUTHLAKE,383.55
33683,UIWTX,383.55
36456,VELOCITYCU,383.55
40330,LSNB,383.55
40656,COMETC1,383.55
46549,GVO,383.55
54006,RANCH-WIRELESS-INC,383.55
54222,CITY-OF-CEDAR-PARK,383.55
54426,TOSA,383.55
63332,PRIMELENDING-EXT,383.55
63387,-Reserved AS-,383.55
393703,IDEAPS-TX,383.55
393756,TX-TCU,383.55
393837,VNTX,383.55
394791,CITY-OF-SCHERTZ-CS,383.55
4887,PORTOFCC,383.55
32305,COOK-GROUP,383.55
40183,BTL,383.55
63267,FAYETTEVILLEPUBLICUTILITIES-TN,383.55
393872,MOTLOW,383.55
395437,HIGHLANDTEL,383.55
396052,NEAC,383.55
396956,MLEC-ASN-1,383.55
400640,BREEEZAIR-NETWORKS,383.55
32077,ULTISOFTASN,383.55
40875,CEMIAMI,383.55
54045,WAVETECHSYSTEMS,383.55
18751,BPL-B1,383.55
19765,IBM-RC-440ABL,383.55
23041,PENNHIGHLANDSCC,383.55
26957,SSG-OHIO-MDC,383.55
30399,HOSTENGINE,383.55
32757,VABB-KBL,383.55
36240,COMMUNICATIONS-UNLIMITED-INC,383.55
40742,WESTERN-MD-HEALTH-SYSTEM,383.55
55118,VALUEDRUGCOMPANYVD-32AS,383.55
62514,VENUS-TEL-CORP,383.55
395790,SMECO-ASN,383.55
397488,NEW-ALBANY-PLAIN-LOCAL-SCHOOLS-AS,383.55
398312,GRANDVIEW-HEIGHTS-AS,383.55
398320,TALBOT-EMERGENCY-SERVICES-01,383.55
401023,KWIKBIT-INTERNET,383.55
11789,SURFAIRWIRELESS-IN-03,383.55
399695,MARSHALL-COUNTY-01,383.55
12047,GUNDERSEN-LUTHERAN,383.55
12095,CNNX-01,383.55
14703,MAQSNET,383.55
54512,CHICKTEL-AS-1,383.55
33638,SCOTTS-AS,383.55
40020,FARMERS-TELECOMMUNICATIONS-COOPERATIVE-INC,383.55
27221,ARDMORE-TEL,383.55
62945,CORNERSTONE,383.55
395999,KIM-199-120-191-0,383.55
400977,JCSMH-ASN-01,383.55
393510,SFHSH-ASNUMBER,383.55
399700,MANSFIELD-COMMUNITY-FIBER,383.55
6092,HARFORDCC-AS,383.55
25971,MILWAUKEE-PS,383.55
64248,WCPS-ASN-01,383.55
393273,ESC17-AS,383.55
393393,AISD-AS,383.55
394209,ECBOCES-VNETS,383.55
400077,PCCLD-PRIMARY-PUBLIC01,383.55
400305,MSDMTVERNON-IN,383.55
11708,LINKCITY,383.55
26199,NKCHA,383.55
13691,MCC-EDU,383.55
30569,CREIGHTON-AS,383.55
54072,ASN-CCC,383.55
395896,SCC-180-ASN,383.55
22121,TOPSHAM-COMMUNICATIONS,383.55
46901,CVPHMC,383.55
62476,DANC,383.55
395871,SUNY-COLLEGE-AT-PLATTSBURGH,383.55
11737,NMSL-6,383.55
19713,STATE-OF-NH-USA,383.55
394961,SAINT-ANSELM-COLLEGE,383.55
22408,WKNET,383.55
22504,LORETTOCOMM,383.55
26809,SCOTTEPB,383.55
32040,TRENTON-TELEPHONE,383.55
53738,DDC-JVL,383.55
1029,BLACK-MESA-LMN,383.55
53652,PMDC,383.55
31836,USLI,383.55
31998,KDSNET,383.55
32068,-Reserved AS-,383.55
32073,MCPS-K12-MD-,383.55
32141,REDROBIN-1,383.55
32142,ASD20,383.55
32187,-Reserved AS-,383.55
32203,TLC-126-32203,383.55
32267,WILLOWEB,383.55
32366,THE-BROOKINGS-INSTITUTION-AS1,383.55
32501,TUCSON-UNIFIED-SCHOOL-DISTRICT-1,383.55
32533,JMLS,383.55
32614,HDISS-NET,383.55
31791,REGION16-ESC,383.55
32667,7-ELEVEN-NETWORK,383.55
32686,SMART-CITY-RPCC,383.55
32689,TGNA-KREM,383.55
32703,IFN-NET,383.55
32778,SMART-CITY-SCCC,383.55
32823,EVOLVER,383.55
32841,BOINGO-AS-EC,383.55
32850,CLARITEV-VA,383.55
32866,SOLERA-HOLDINGS,383.55
32952,ZC38-AS2,383.55
33149,FFASTFILL-INC,383.55
33173,MYGN-,383.55
33197,DATACANOPY-SFO01,383.55
33321,ZAYO-33321,383.55
32674,BLUE-HILL-DATA-SERVICES-AS,383.55
31770,CMMC-I2,383.55
30643,TTXCOMPANY,383.55
30432,STRATA-NETWORKS,383.55
26394,CHOA,383.55
26399,BROADMOOR,383.55
26470,WPP-IT-PISCATAWAY,383.55
26526,ENVESTNETPMC,383.55
26552,PROMCAP,383.55
26723,SJCRH,383.55
26796,MEUS-DC1,383.55
26815,LOWENS01,383.55
26862,FULLNETINC,383.55
26868,NCTA-WASHINGTONDC,383.55
27003,AMERICAN-BANKERS-ASSOCIATION,383.55
27015,FMCH-27015,383.55
27205,IHSM-AS27205,383.55
27303,TGNA-WMAZ,383.55
27321,ISC-F-AS,383.55
27437,IGN,383.55
29794,CR-DATL-01,383.55
29804,VALU-NET,383.55
29826,JH-ASN,383.55
29829,-Reserved AS-,383.55
29833,MEDICAL-INFORMATICS-ENGINEERING,383.55
29900,GTMCNET,383.55
29944,DATABANK-LATISYS,383.55
29986,GOLDLASSO-AS,383.55
30136,AD12,383.55
30170,OPTICFUSION,383.55
30224,DISNEY-ABCBCS-NY,383.55
30250,AS-ALLENISD-610,383.55
30263,COTNET,383.55
33431,MLS-NET-01,383.55
33452,RW,383.55
33501,MTDIGITAL,383.55
33684,-Reserved AS-,383.55
46288,TRELLIS,383.55
46358,UAT,383.55
46359,MCKINNEYISD,383.55
46369,TGNA-KUSA-KTVD,383.55
46552,RSMUS-IAAS,383.55
46662,BSU-AS,383.55
46699,TWRS-HOU,383.55
46817,MTAINC,383.55
46843,TGNA-KTVB,383.55
46851,TURNITIN,383.55
46930,ASN-DPSD,383.55
46940,AS46940,383.55
46956,EAGLESEVEN,383.55
46969,STILLWATER-SCHOOLS-ISD834,383.55
46973,REALOGY-WEBSERVICES,383.55
47002,TIGERTECH,383.55
47003,ALPS-AS-1,383.55
47020,DATA-CAVE,383.55
47057,ISTREAMPLANET,383.55
47074,AEG,383.55
50075,zayocloud-de Zayo Group,383.55
53335,BCM-US,383.55
53357,DCSD,383.55
53368,AUSTIN-ENERGY-01,383.55
53377,TGNA-WVEC,383.55
53406,DPISD-TX-ASN,383.55
53420,HARTLAND-INTERNET,383.55
53435,JACKSONENERGY-EPL,383.55
53444,ZSCALER-SJC,383.55
46171,CFBISD-AS1,383.55
26328,BLASTCOMM,383.55
46082,VOLTAGEPARK,383.55
40618,SESAME,383.55
33727,SUMOFIBER-BOZEMAN,383.55
35968,TGNA-WUSA,383.55
36009,TGNA-KGW,383.55
36037,EDUCATION-SERVICE-CENTER-REGION-20,383.55
36070,NCHCORP,383.55
36106,MANAGEDNODES,383.55
36209,TGNA-WKYC,383.55
36257,CHEGG-AS,383.55
36335,TGNA-KXTV,383.55
36365,NEOVEST-,383.55
36440,TGNA-WCNC,383.55
36462,TGNA-KHOU,383.55
36506,WA-ASN,383.55
36551,COMPASSION-INTL-GMC1,383.55
36728,EMERYTELCOM,383.55
36732,COMCAST-36732,383.55
36858,NMSTN,383.55
36863,ABC-BITS-WC,383.55
39958,GTSX-01,383.55
39990,BCG,383.55
40050,BRNL,383.55
40073,NBA-ASN-USA,383.55
40098,CASNET,383.55
40324,TGNA-KVUE,383.55
40334,TGNA-KENS,383.55
40505,APXALARM-ASN,383.55
40533,EBAY-ENTERPRISE,383.55
40586,UNM-HEALTH-SCIENCES,383.55
40590,AS40590,383.55
40920,-Reserved AS-,383.55
53451,NETX-INTERNET,383.55
26297,HCGOV,383.55
26250,-Reserved AS-,383.55
14243,CGS-ASP,383.55
14559,BRTCC,383.55
14574,RTCCOM,383.55
14643,ACOSTA-ASN-01,383.55
14830,PFA-BETH-AS-1,383.55
14859,CAC-ASN,383.55
15112,GATX-CORP,383.55
15197,CONCORD,383.55
15220,-Reserved AS-,383.55
15221,STRATUSIQ,383.55
16429,TGNA-WCSH,383.55
16464,CT-CORPORATION-SYSTEM,383.55
16564,ADAMS-WELLS-INTERNET,383.55
14140,AUBURN-ESSENTIAL-SERVICES,383.55
16588,POLITICO,383.55
16710,PBS,383.55
16811,SAGENET-GTH,383.55
16957,IDAHOPOWER-NETWORK,383.55
17014,NAN,383.55
17133,T-FIBER,383.55
17276,SEIC-CORP-1,383.55
17297,COC-TX-ASN-17297,383.55
17304,VWC-NET,383.55
17309,AS7260,383.55
17336,GENDYN,383.55
18476,PRISON-FELLOWSHIP-MINISTRIES,383.55
18507,NYMEX-EXTRANET,383.55
18551,ROTHINC,383.55
16608,KENTEC,383.55
13827,WASHPOST,383.55
13692,DFN-ASN-1,383.55
13686,BARCLAYS-CENTER,383.55
10248,BLUE-RIDGE-BANKSHARES-ASN,383.55
10837,WELLSFARGO-10837,383.55
10905,MTVI-AS,383.55
11011,-Reserved AS-,383.55
11045,STERLING,383.55
11345,AKIMA-MANAGEMENT-SERVICES,383.55
11353,ASN-ESCXI,383.55
11359,RMCNEVADA,383.55
11363,FUJITSU-NORTH-AMERICA-INC,383.55
11479,BRM-SUN-AS,383.55
11504,QUMULUSAI,383.55
11512,PDM,383.55
11763,IBX-CHICAGO,383.55
11834,DREXEL-ASN,383.55
11863,PLU,383.55
11883,TGNA-KTHV,383.55
11913,ELEVATE-HOMESCRIPTIONS-01,383.55
12097,MASSCOM,383.55
12123,SPOKANE-TRANSIT-01,383.55
12191,LEBAN-AS,383.55
12196,ETSY,383.55
12227,WBNS-AS-1,383.55
12242,NEL-ASN,383.55
12272,MEDATA-PROD-AS,383.55
13344,NETEX-INC,383.55
13456,SPOWA-ASN,383.55
13506,US-DEPARTMENT-OF-THE-TREASURY,383.55
13555,EAGLE-NET-ALLIANCE,383.55
13561,LAFARGE-NA,383.55
18552,SPI-BGP-BDR,383.55
18628,NYMEX,383.55
18675,VS-BYNCTR,383.55
18707,INTELEMEDIA,383.55
21978,LANAIR-LGCLOUD,383.55
21984,FCPS,383.55
22012,REALOGY-MADISON,383.55
22018,TAUNTON-MUNICIPAL,383.55
22231,CITY-OF-CARMEL-INDIANA,383.55
22446,MEDLINE,383.55
22629,NORWORLD,383.55
22671,AAAS,383.55
22734,DEVRYI-4,383.55
22866,AECOM-USPHX3,383.55
22916,PHS-CA,383.55
22969,AFS-ATL,383.55
23003,MWAA,383.55
23284,COMPL-AS,383.55
23312,SCIV-WD,383.55
23318,ABBVIE-1,383.55
23397,CME-VEN-AS23397,383.55
23433,STAMPS-COM,383.55
23482,EVERBRIDGE-PLANETRISK,383.55
25747,EPICSYS-DR,383.55
25821,PRISEDA-NET,383.55
25854,DT-CORP,383.55
25920,-Reserved AS-,383.55
25974,D11,383.55
26020,STSCI-NET,383.55
26072,FIRSTENERGY,383.55
26135,NETGAIN-TECHNOLOGY,383.55
26147,QTS-DEN1,383.55
26226,LOYOL-1-ASN,383.55
21858,ASCENT-DATA-LLC,383.55
26278,BLUEMILE-VOICE,383.55
21814,PARSONS,383.55
21669,NJ-STATEWIDE-LIBRARY-NETWORK,383.55
18763,PHJW-LLP,383.55
18767,PHJW-LLP,383.55
18798,INTERNET-SERVICES,383.55
18913,AIR-PIPE-AS,383.55
18923,TWRS-FTW,383.55
18959,RP-368-18959,383.55
18965,TRANSMARKETGROUP,383.55
19085,TGNA-KSDK,383.55
19092,360NETWORKS-,383.55
19099,RAMB,383.55
19185,19185,383.55
19299,NPC-P1,383.55
19352,NACHA-HQ,383.55
19375,NUMERICINVESTORS,383.55
19381,SIMPLY-BITS-LLC,383.55
19473,SWAU,383.55
19605,3RC,383.55
19681,DIGGIO,383.55
19732,TGNA-WTSP,383.55
19870,CCSD,383.55
19955,PINELAND-TELEPHONE,383.55
19991,FIRSTENERGYCORP,383.55
20130,DEPAUL,383.55
20228,NTUA,383.55
20356,BACAVALLEY-COM,383.55
20404,AS20404,383.55
21521,EXELA-21521,383.55
21605,AHBELO-CORP,383.55
21632,CYBERNET1,383.55
21704,ASN-21704,383.55
53489,TGNA-WBIR,383.55
53498,FORD-FOUNDATION,383.55
53500,WIDOJ,383.55
399372,JNET,383.55
399454,GLS-NSH1-01,383.55
399480,TI-GARLAND-QX-HUB,383.55
399497,TCBK-AS1,383.55
399501,COLPENN,383.55
399549,AMS-MULTIHOME-01,383.55
399552,PATHWAYZ-DFW,383.55
399589,1111-SYSTEMS,383.55
399632,TI-DALLAS-QD-HUB,383.55
399789,LYFT-CORP,383.55
399850,HCINDIANA,383.55
399851,MCN,383.55
399981,CRST-THE-TRANSPORTATION-SOLUTION,383.55
399325,APOG-GMU,383.55
400019,AS-FWDC-RM-817,383.55
400385,CITIZENS-TELEPHONE-ASN-01,383.55
400421,AS-SOFTHEON,383.55
400429,ALTHEA,383.55
400508,JS-ASN-01,383.55
400718,FWCS-ASN-01,383.55
400765,OMATICON-01,383.55
400851,SEPHORA-US-SF,383.55
401312,TUPELO,383.55
13418,WHG-FORBGP-02,383.55
16948,STRATUSWAVE,383.55
32721,WESBANCO,383.55
46590,CITY-OF-CHARLESTON,383.55
6596,ASN-BUNGI,383.55
400319,COMPLETEBANKDATA,383.55
399310,SOUTH-SOUND-911,383.55
399274,CONNECT-INTERNET-BY-JASPER-REMC,383.55
399121,CNB-OF-TEXAS,383.55
397971,MISD-28-ASN-01,383.55
397998,TGNA-WNEP,383.55
397999,TGNA-WPMT,383.55
398000,TGNA-WTIC,383.55
398001,TGNA-WZDX,383.55
398002,TGNA-WQAD,383.55
398003,TGNA-WOI,383.55
398004,TGNA-KSFM,383.55
398005,TGNA-WATN,383.55
398070,MESQUITEISD-AS,383.55
398131,LUCASFILM-LA,383.55
398206,BIGSKY-NETWORKS,383.55
398207,EAITECH-ASN-01,383.55
398266,ZIPLINK-SYSTEMS,383.55
398300,OCIENT-INC,383.55
398314,ELDORADO-205,383.55
398364,ERICSSON-EFN,383.55
398378,BOOST-MOBILE,383.55
398381,DC-ASN,383.55
398535,ESUHSD-ASN-1,383.55
398574,COMMONWEALTH-CHARTER-ACADEMY,383.55
398707,PUEBLO-DE-COCHITI-NSN,383.55
398731,GOODMAN-MANUFACTURING-COMPANY,383.55
398736,IRIDIUM-SATELLITE-ENT,383.55
399033,DUCOR-01,383.55
399036,XIGENT-SOLUTIONS,383.55
399042,YANCEYBROSCO-01,383.55
399046,DRPA-ASN-01,383.55
399056,ENTCOLO-01,383.55
10419,GBUS-ASN,383.55
16671,COLOBLOX,383.55
18792,MEME,383.55
32788,C75-NETWORKS,383.55
7247,MOJO,383.55
8046,NAPANET,383.55
8123,POLYBASE,383.55
10946,ASN-NTF,383.55
10958,ROYELLCOMMUNICATIONSINC,383.55
10988,COLLEGE-OF-WESTERN-IDAHO,383.55
11017,CPN,383.55
11170,ROLLERNETWORK,383.55
11190,SILCON,383.55
11399,WILLIAMSCOLLEGE,383.55
11605,FLUIDSOFT-14,383.55
11714,NETWORK NEBRASKA,383.55
11817,STAFFORDNET,383.55
11910,LAKENET-LLC,383.55
11970,ETEL,383.55
11994,CZIO-ASN,383.55
12077,SUBCONSCIO,383.55
12204,SCN-NET,383.55
12261,DEKALB,383.55
12276,SFMIX-MGMT,383.55
13389,AZUKI,383.55
13549,MERCURY,383.55
13641,PDMNET,383.55
13823,MESH-NET,383.55
13925,NULLROUTE,383.55
13943,YK-COMMUNICATIONS,383.55
14106,TAYLOR-ELECTRICCOOPERATIVE-INC,383.55
14160,PREMIUMTELECOM,383.55
14274,TENNESSEE-WIRELESS-LLC,383.55
7030,EXWIRE,383.55
397942,RUBRIK-INC,383.55
7001,METACLOUD-PUBLIC-1,383.55
6565,-Reserved AS-,383.55
395157,ITCS-IBONE-IN-TOUCH-COMPUTER-SERVICES-INC,383.55
18933,USCC-MPLS01,383.55
16654,VERO-NETWORKS-AS16654,383.55
54393,FLC-DURANGO,383.55
62503,NPGCO-KRDO,383.55
394195,CLEARNETWORX,383.55
400126,CMCMD,383.55
393719,FIBERLINK,383.55
17162,DONALDSON,383.55
54189,HLIOP-ASN2,383.55
3354,THENET-AS-3354,383.55
10399,AMAP-AUSTIN-TX-WALLER,383.55
10812,UTPB-AS-10812,383.55
13606,LEANDERTX-AS1,383.55
14373,UTMB,383.55
16600,UTHEALTHCENTER-TYLER,383.55
20162,UTDALLAS,383.55
36450,UTSYSADM-AS-1,383.55
54596,USFON-AS1,383.55
397436,GRMC-ASN-PRIMARY,383.55
397443,LOWER-COLORADO-RIVER-AUTHORITY,383.55
397965,COUNTY-OF-TRAVIS-1,383.55
62632,UNITI-ITS,383.55
1099,WIFIBER-SPO-01,383.55
1441,360-BROADBAND,383.55
1734,ROP-COCA-AS01,383.55
5048,FIBER,383.55
5767,INFINITY,383.55
6165,AS-LYRIS,383.55
6994,FASTMETRICS,383.55
397937,TGNA-WTHR,383.55
397866,ELN-ATL-HQ,383.55
397742,NUVISION-TECHNOLOGIES-INC,383.55
55224,MCS-AS,383.55
62495,IDISCOVER-LLC,383.55
62498,TGNA-WLTX,383.55
62509,WISD-AS,383.55
62510,NESATX,383.55
62546,FRISCOTXISD,383.55
62572,TTD-LA,383.55
62612,UDWIR,383.55
62673,SHRZ,383.55
62721,AECHELON-MAIN-ROUTER,383.55
62757,RISD-ASN,383.55
62779,AMER-COLLEGE-OF-CARDIOLOGY-HOSTING1,383.55
62784,MIO-AS,383.55
62830,RIOT-CORP-SVCS,383.55
62907,ZSCALER-CORP,383.55
63013,EHRTECH-N1,383.55
63030,MY-SIMPLE-ISP,383.55
63087,EBSI,383.55
63156,TGNA-WFAA,383.55
63164,TGNA-WWL-WUPL,383.55
63166,TGNA-WHAS,383.55
63167,TGNA-KING-KONG,383.55
63171,PASADENA-ISD-AS1,383.55
63296,AWBROADBAND,383.55
63329,MARCUM-LLP,383.55
63465,SW24-MOON,383.55
393241,OU-ASN,383.55
393248,NISD-1,383.55
393320,FORTY-NINERS-ASN-2024,383.55
55167,NADA,383.55
393374,TEGNA-CORP-EAST1,383.55
55129,METHOD,383.55
55102,NRG-NS-2,383.55
53689,AS-FINCAHQ,383.55
53793,ACLI,383.55
53799,NAHB1201,383.55
53859,OPEN5G-ASN,383.55
53888,RPA-ASN,383.55
53903,REBELTECAS,383.55
53918,HHRL-ASN,383.55
53944,JJT-GULFTECH,383.55
53978,ACUMED,383.55
53984,AS-WELLSTAR,383.55
54060,POUDRESCHOOLDISTRICT,383.55
54075,ARBUCKLE-COMMUNICATIONS,383.55
54095,AUTO-OWNERS,383.55
54135,TGNA-WTLV,383.55
54332,CITYOFBOISE,383.55
54355,MULTCO,383.55
54436,HSD-WA-401,383.55
54443,EP-ISD272,383.55
54449,GSC-GREENSBORONC,383.55
54549,VIP-FIBER,383.55
54675,TGNA-WGRZ,383.55
54730,BSA-ASN1,383.55
54774,PPK-CORP,383.55
54787,MYRIAD-SSF-01,383.55
54799,OTC-MARKETS-GROUP,383.55
54933,AUSTINISD-AS-1,383.55
54936,WGL-107-ZONA-WYYERD,383.55
55062,GSC-MINNEAPOLISMN,383.55
55064,ARISTAASN1,383.55
55127,ESCREEN,383.55
8010,DIGICON-CORP,383.55
393386,LIBERTY-LINK-HOLDEN,383.55
393426,HALP,383.55
395900,CAMBRIACOMPANYLLC,383.55
395929,VHL,383.55
395974,COMCAST-MES,383.55
395976,COMCAST-MES,383.55
395980,COMCAST-MES,383.55
396001,TACO-396001,383.55
396017,COMCAST-MES,383.55
396033,BFDX515,383.55
396194,WISEDFW,383.55
396212,AIMS-COMMUNITY-COLLEGE,383.55
396218,NRA,383.55
396344,AURORA-PUBLIC-SCHOOLS-ASN,383.55
396533,NYT-CP,383.55
396536,SENTRACAM,383.55
396841,VERTICAL-HORIZON-NET,383.55
396943,SV,383.55
396944,UNFI,383.55
397126,SWRI-BLDR,383.55
397302,NEDERLANDER-WEST-COAST,383.55
397303,WELINK-COMMUNICATIONS-01,383.55
397346,SBC-GTY-01,383.55
397491,AS-WF-01,383.55
397502,TGNA-WTOL,383.55
397554,HAPPYCYCLING,383.55
397555,TGNA-KWES,383.55
397562,UCOMTEL-01,383.55
397605,NISD-ASN-01,383.55
397633,WWE-CORP,383.55
397701,AMOUNT,383.55
395719,EMERALD,383.55
393407,FLORESVILLE-ISD,383.55
395695,TEGNA-KPNX,383.55
395674,GHS-ISP-EDGE-01,383.55
393555,MOIT,383.55
393584,NANTCLOUDSERVICESLLC,383.55
393641,LC-SFO-393641,383.55
393769,LEANDER-ISD-AS1,383.55
393948,GSUSA420,383.55
394001,RRISD-AS-1,383.55
394035,PAC12,383.55
394112,NTT-GLOBAL-DATA-CENTERS-AMERICA-INC,383.55
394167,DALLASISD,383.55
394441,MIRANTIS-,383.55
394448,DXFEED,383.55
394473,BTC-ONLINE,383.55
394495,SHAWFIBER-01,383.55
394617,LCUB,383.55
394699,ZENFI-ACCESS,383.55
394734,CV-SFO-100S-01,383.55
394737,ANTS-TECHNOLOGY,383.55
394872,MANHA-20-1,383.55
394918,TBI-ASN-3,383.55
394969,LOLAWIRELESS,383.55
394998,LAKELAND-INTERNET,383.55
395103,LUCASFILM-SKYSOUND,383.55
395159,BOULDER-COMMUNITY-HEALTH,383.55
395302,ADAMS-COUNTY-COLORADO,383.55
395321,MOLEX-AS,383.55
395347,GOBROLLYASN,383.55
395365,72ANDSUNNY,383.55
395474,CITY-OF-PLANO-TX,383.55
395501,REED-AS-1,383.55
395693,TEGNA-QTS-EAST,383.55
7821,ZAYO-MN,383.55
7767,EB,383.55
7212,VANDERBILT,383.55
15025,AS-BARTOW,383.55
15182,ALE-NAR-CALI-RD-01,383.55
16627,BCCA-AS,383.55
18436,MSPD-ASN,383.55
18439,NNVHS,383.55
18517,LIMRA-LOMA-LG18,383.55
18643,SMART-CITY-TACC,383.55
18820,SARGENTO-AS-0,383.55
18893,SELECT-EQUITY,383.55
18996,CITY-OF-BAYTOWN,383.55
19917,MOHEGANSUN,383.55
20343,PEPPERDINE,383.55
20359,PREFERREDMUTUALINSURANCECOMPANY,383.55
14858,HISNET,383.55
21615,CEBRIDGE,383.55
21800,AIT-24PLN-ASN,383.55
22046,AS-PCNET-INC,383.55
22181,IVNET,383.55
22714,SJC-ASN-01,383.55
23070,VCHS-ORDNE,383.55
23497,NCWCOM,383.55
23542,CWI-FNG-ASN,383.55
25727,RBNA-HQ,383.55
26069,ALVERNIAUNIVERSITY-AS01,383.55
26109,L-PERRIGO-GLOBAL,383.55
26127,FRONTIERLABRESEARCH,383.55
26261,E2CNET,383.55
26302,SOBOBA,383.55
21696,MURPHYTX,383.55
14790,CAMERON,383.55
14355,IWI-TG-FW,383.55
14262,CALUMET-ASN-01,383.55
64456,VITALITY Vitality Corporate Services Limited,383.55
2577,DNIC-AS-02577,383.55
42213,MPIL-AS-1 Mallinckrodt Pharmaceuticals Ireland Ltd,383.55
26129,HOLLYWOOD-CENTER,383.55
3291,PSINet-Europe GTT Communications Inc.,383.55
133052,FXCM-ASIA-AS-AP FX Corporate LLC,383.55
47075,TCNINC,383.55
199709,Valeant-PL-AS Valeant sp. z o.o. sp. j.,383.55
21,RAND,383.55
1827,MANAT-AS1,383.55
3593,FRONTIER-EPIX,383.55
3606,CONNCOLL-AS,383.55
6482,THRYV,383.55
7011,FRONTIER-AND-CITIZENS,383.55
7024,PIXELGATE,383.55
11061,ANTEL-NET,383.55
11553,MANNAWEB,383.55
11598,RECOL-CT,383.55
11936,MARATHON-CHEESE,383.55
12239,BLOOMINGTON-SD87,383.55
13347,MIDWEST-CABLE,383.55
13406,MCCFL,383.55
13470,NAVAJOCOUNTYAZ,383.55
13518,GONETSPEED-WV,383.55
13543,COOKEVILLE-TN-GOV,383.55
13558,CMIC-HO,383.55
13685,ASN-RCSD-01,383.55
13976,TOPOCEAN-LAX1,383.55
14205,RPAPSL-14205,383.55
26410,PTPA,383.55
26822,DIBC-INTERNET,383.55
26875,HBT-AS-01,383.55
26956,OSG-SHIP-MANAGMENT-INC,383.55
53614,53614,383.55
53843,SEU-MAIN,383.55
54361,PBCI,383.55
54762,ASHLANDUNIVERSITY,383.55
54906,BENCODENTAL,383.55
55087,BRAZOS-ASN-1,383.55
55113,UNIVERSITY-OF-REDLANDS,383.55
55132,SAJAH,383.55
55146,BGWAT,383.55
62531,PIH2,383.55
62924,COBNET-ASN-1,383.55
63206,INOVA-AS,383.55
393323,WATERFURNACE,383.55
393395,ALARMNE,383.55
393803,DT-DDS,383.55
393825,BOZZ-275-CT,383.55
393838,LPH-LIBERTYPUMPS,383.55
393902,MMH-158,383.55
394107,MOJAVE-COMMUNICATIONS,383.55
394137,SCUHS,383.55
394283,BEACON-HEALTH-SYSTEM,383.55
394483,DSS,383.55
394596,CITYOFSANTAPAULA-CA,383.55
394668,STMARYSMEDICALCENTER-2900,383.55
394681,SUMMITHEALTHCARE,383.55
395292,ACRISURE-ARENA,383.55
395645,COMPLUS-ASN,383.55
395749,KELSER-CORP,383.55
395879,CORPORATE-AS,383.55
53484,WL-NA,383.55
398927,FRANCIS-TUTTLE-TECHNOLOGY-CENTER,383.55
53423,BRAZOSWIFI,383.55
46690,SNET-FCC,383.55
27238,KANE,383.55
27309,TCC,383.55
30192,HUME,383.55
30343,DFWCHECKPOINT,383.55
31746,FANDM,383.55
31862,COMPLEMAR-ROCHESTER,383.55
32000,AS32000,383.55
32587,NCH-FTWDC-01,383.55
32649,FE-DC-BGP,383.55
32684,ARIENS,383.55
32759,UNITED-COMMUNITY-BANKS,383.55
32859,JEGS-HIGH-PERFORMANCE-ASN,383.55
32995,LIBERTY-CHRISTIAN-SCHOOL-01,383.55
33722,CCCR-AS,383.55
36128,HCTC-205,383.55
36170,WESTMONT-SB,383.55
36798,INFODIR,383.55
36801,NWI-NETWORK,383.55
39999,POLK-COUNTY-PUBLIC-SCHOOLS,383.55
40524,FUNSOFT-AS,383.55
40534,AM-AVK-MINDEN,383.55
40642,IWU-2017-01,383.55
40777,TRI-DELTA,383.55
40876,CITYOFLARGO-01,383.55
46236,GUTHRIE-HEALTHCARE-SYSTEMS,383.55
46292,MOJAVEWIFI-COM-CA-1,383.55
46460,KARMAK-NET,383.55
46483,RGHS,383.55
46688,LANDSCAPE-STRUCTURES,383.55
46710,RADICAL-DESERT-LLC-1,383.55
398081,AS-GIGAPOP,383.55
397995,CITYOFEDMOND,383.55
396334,ORU-AS-MC-01,383.55
14538,HEC-NETWORK,383.55
19138,SWEET-BRIAR-COLLEGE,383.55
19923,SHENANDOAH-UNIV,383.55
20332,WINCHESTER-WIRELESS,383.55
25680,EMUNET-HBGVA,383.55
27167,FERRUM,383.55
29713,ELIA-60,383.55
33296,PIEDMONT-BROADBAND,383.55
33417,-Reserved AS-,383.55
36201,B2X-ONLINE-WISP-ASN,383.55
36244,SVEC,383.55
40400,EDC-MIDDLETOWN,383.55
40641,MGWTEL,383.55
53464,CLADDED-GLASS-01,383.55
53513,SKSRT,383.55
53633,PANTHER,383.55
394050,KIRBTECH,383.55
395772,AHC-AS,383.55
396345,FOXGUARD-SOLUTIONS-INC,383.55
396375,LCSVA,383.55
397179,BRIDGEWATER-COLLEGE,383.55
397737,RLASD-ISP,383.55
399607,LCPS-VA,383.55
400497,FUTUREBROADBAND,383.55
10596,JETNET,383.55
12210,CWBANKNET,383.55
30412,COR-3516,383.55
19779,SGLA,383.55
27294,RESERVETEL,383.55
14291,ANTIETAM,383.55
36372,VENYU-3,383.55
4906,FDS-01,383.55
4901,CAAREN,383.55
394324,AS-PISD-8,383.55
395708,PEARLANDTX,383.55
397953,ALVIN-ISD-01,383.55
15155,SOUTHERN-FARM-BUREAU-LIFE-INSURANCE,383.55
