ASnumber,AS_ID,AS_Organization,CO2_Intensity
398437,398437_HOT-SPRINGS-TEL-01,Hot Springs Telephone Company,383.55
26140,26140_NETWO10229-ASN-01,MCAP Service Corporation,383.55
22255,22255_ALLEGHENYHEALTHNETWORK,Allegheny Health Network,383.55
88,88_PRINCETON-AS,Princeton University,383.55
205,205_MONTCLAIR-AS,Montclair State University,383.55
16889,16889_STEVENS-TECH,Stevens Institute of Technology,383.55
18711,18711_RICHARD-STOCK,Stockton University,383.55
22721,22721_SPC-12,Saint Peter's University,383.55
33523,33523_ROWANUNIVERSITY,Rowan University,383.55
40267,40267_PCTI,Passaic County Technical Institute,383.55
394761,394761_PTS-MAIN,Princeton Theological Seminary,383.55
395987,395987_SEU-MORRISTOWN,Saint Elizabeth University,383.55
401456,401456_DREWUN-01,Drew University,383.55
30291,30291_DFMC,"Delmarva Foundation for Medical Care, Inc.",383.55
46883,46883_BCCTV,"Bay Country Communications, Inc.",383.55
22070,22070_TF-BRI,"Blue Ridge Websoft, LLC",383.55
400335,400335_CCTHITA-ASN-1,Central Council of the Tlingit and Haida Indian Tribes of Alaska,383.55
25623,25623_CISN2,"TowardEX Technologies International, Inc.",383.55
16430,16430_USM,University of Southern Mississippi,383.55
394824,394824_CBU,Christian Brothers University,383.55
22295,22295_ADVIN,Advin Services LLC,383.55
47036,47036_HCPS-AS,Halifax County Public Schools,383.55
3931,3931_LOGICAL,Logical Net Corporation,383.55
11534,11534_PHILA-SCHOOL-DISTRICT,The School District of Philadelphia,383.55
21690,21690_MILESIT,Miles IT Company,383.55
396051,396051_PABOE,Perth Amboy Board of Education,383.55
11902,11902_WORLD-LINK,"World-Link Communications, Inc.",383.55
26243,26243_INTELSAT-S,Intelsat,383.55
22384,22384_PERFORMIVE-VNI,Performive LLC,383.55
22413,22413_EMPOWER,"empower, Delivered by Craighead Electric",383.55
394475,394475_MCECFIBER-A01,"MCEC Fiber, Inc.",383.55
400674,400674_CLAY-COUNTY-CONNECT,"Clay County Connect, Inc",383.55
201106,201106_SPARTANHOST,Spartan Host Ltd,383.55
400067,400067_BNP-ASNBLOCK-01,"BNP Media, INC",383.55
19927,19927_NHMCCD,Lone Star College System District,383.55
46094,46094_LEE-COLLEGE,Lee College,383.55
55291,55291_HARRIS-COUNTY-AS,Harris County,383.55
63153,63153_STEWART-STEVENSON,Stewart & Stevenson LLC,383.55
393383,393383_SISD-ASN,Spring Independent School District,383.55
400782,400782_HARRIS-COUNTY-PUBLIC-LIBRARY,Harris County Public Library,383.55
14993,14993_MHASN4-01,"Millennium Health, LLC",383.55
32562,32562_SLACKER-1,Slacker Inc.,383.55
26207,26207_WHDOT-LLC,WHDOT LLC,383.55
2379,2379_CENTURYLINK-LEGACY-EMBARQ-WNPK,"CenturyLink Communications, LLC",383.55
4282,4282_CENTURYLINK-TSDS-FLFTMY,"CenturyLink Communications, LLC",383.55
4283,4283_CENTURYLINK-TSDS-LSVG,"CenturyLink Communications, LLC",383.55
4284,4284_CENTURYLINK-TSDS-FLTLHS,"CenturyLink Communications, LLC",383.55
5778,5778_CENTURYLINK-LEGACY-EMBARQ-RCMT,"CenturyLink Communications, LLC",383.55
6222,6222_CENTURYLINK-LEGACY-EMBARQ-CLTN,"CenturyLink Communications, LLC",383.55
11398,11398_CENTURYLINK-LEGACY-EMBARQ-LVGS,"CenturyLink Communications, LLC",383.55
13787,13787_CENTURYLINK-LEGACY-EMBARQ-JCTY,"CenturyLink Communications, LLC",383.55
14905,14905_CENTURYLINK-LEGACY-EMBARQ-VACHVL,"CenturyLink Communications, LLC",383.55
16835,16835_CENTURYLINK-LEGACY-MR-MEBLANE-AND-RCMT,"CenturyLink Communications, LLC",383.55
22186,22186_CENTURYLINK-LEGACY-EMBARQ-KSGRNR,"CenturyLink Communications, LLC",383.55
23126,23126_CENTURYLINK-CLEC-VARIOUS-SHARED-USE-AND-LOCATIONS,"CenturyLink Communications, LLC",383.55
54156,54156_CITY-OF-HUNTSVILLE,City of Huntsville,383.55
22568,22568_AS-SKYFI,Sky Fi,383.55
398849,398849_DSS-CACHE,Disney Streaming Services,383.55
394573,394573_GSFCS,GreenStone Farm Credit Services,383.55
395614,395614_COL,City of Lansing,383.55
780,780_FR-ARAMIS,Renater,383.55
1044,1044_BLINN-AS,Blinn College,383.55
6362,6362_MIDLANDCOLLEGE-ASN,Midland College,383.55
16597,16597_SPC,South Plains College,383.55
18560,18560_LSCO1,Lamar State College - Orange,383.55
20160,20160_LSCPA,Lamar State College - Port Arthur,383.55
22977,22977_LIT-BMT,Lamar Institute of Technology,383.55
32416,32416_WHARTON-COUNTY-JUNIOR-COLLEGE,Wharton County Junior College,383.55
46166,46166_SRSU,Sul Ross State University,383.55
54700,54700_LEARN-INTERNAL,LEARN,383.55
62493,62493_COBNET-ASN-2,"City of Bryan, Texas",383.55
62912,62912_VICTORIA-COLLEGE,Victoria College,383.55
395770,395770_TEXARKANACOLLEGE,Texarkana College,383.55
398845,398845_MCC-WACO,McLennan Community College,383.55
399445,399445_TVCC-NET1,TVCC,383.55
400233,400233_COSA-CITYHALL,City of San Angelo,383.55
400552,400552_ODYACAD-ASN,"Odyssey Academy, Inc.",383.55
21830,21830_CSTEL-NET,"COMSOUTH TELEDATA, Inc.",383.55
14999,14999_USERWORLD,"Userworld, INC",383.55
5098,5098_OPUSONE-NETS,"Opus One Winery, LLC",383.55
5656,5656_ACCESSUS-DOM,accessU.S./BASENet,383.55
11999,11999_REJISCOMM-NET,REJIS Commission,383.55
12063,12063_SMMJ-01,"Stuart, Maue, Mitchell & James, Ltd.",383.55
21811,21811_BAB,"Build-A-Bear Workshop, Inc.",383.55
26477,26477_AS-VCU,Vantage Credit Union,383.55
31761,31761_TALISEN-TECH,Talisen Technologies Inc.,383.55
53697,53697_MOHELA,MOHELA,383.55
54445,54445_DIERBERGS,Dierbergs,383.55
62999,62999_FZSDARIN,Fort Zumwalt School District,383.55
63354,63354_STLZOO,Saint Louis Zoo,383.55
395137,395137_EPC-55-ASN,"Edgewell Personal Care Brands, LLC",383.55
396404,396404_ANDERSON,Anderson Hospital,383.55
397019,397019_ROCKETCONNECT,Rocket Connect LLC,383.55
397492,397492_LUATROMYE001,LumenOne Communications LLC,383.55
396932,396932_CC-NA-01,COMPUTACENTER UNITED STATES INC.,383.55
27486,27486_MCF-SOFTWARE,"MCF Software, LLC",383.55
399469,399469_RELIABLE-NETS,Reliable Nets LLC,383.55
11281,11281_ROBLOX-CORPORATE,Roblox,383.55
396103,396103_AGORA,WB Games Inc.,383.55
167,167_WESLEYAN-AS,Wesleyan University,383.55
3481,3481_STOFCT-DOIT,State of Connecticut,383.55
3592,3592_TRINCOLL-AS,Trinity College,383.55
3719,3719_CT-JIS,State of Connecticut Judicial Branch,383.55
13796,13796_UCONN-ARIN,University of Connecticut,383.55
25691,25691_CTSTATEU,"Connecticut State Colleges & Universities, Connecticut State University System",383.55
29867,29867_FAIRFIELD-UNIVERSITY,Fairfield University,383.55
40149,40149_UBNET1-AS,University of Bridgeport,383.55
54973,54973_SACREDHEARTUNIVERSITY,Sacred Heart University,383.55
62548,62548_NORWICH-PUBLIC-UTILITIES,City of Norwich Department of Public Utilities,383.55
393337,393337_UOFHARTFORD,The University of Hartford,383.55
394655,394655_UCHC-ASN,University of Connecticut Health Center,383.55
394688,394688_QUINNIPIAC-UNIVERSITY,Quinnipiac University,383.55
394036,394036_TRUJS,Truity Federal Credit Union,383.55
6491,6491_TELEKACHINA,TeleKachina,383.55
32506,32506_ENL-17-AS,Experior Networks LLC,383.55
398407,398407_INTELIUM-1,Intelium Corp.,383.55
1201,1201_ASN-ODU-AS-AS,Old Dominion University,383.55
1627,1627_TOWNEBANK,TowneBank,383.55
1648,1648_JEFFERSON-PARISH-SCHOOL-BOARD,Jefferson Parish School Board,383.55
1706,1706_UNIV-ARIZ,The University of Arizona,383.55
2055,2055_LSU,Louisiana State University,383.55
2900,2900_WN-AZ-AS,Arizona Tri University Network,383.55
4211,4211_ASN-MARICOPA1,Maricopa County Government,383.55
4514,4514_PVSCHOOLS-ASN-01,Paradise Valley Unified School District,383.55
5721,5721_NDU-NET,National Defense University,383.55
6172,6172_MUSD-INTERNET,Mesa Public Schools,383.55
6302,6302_AGP-AS1,"AG PROCESSING INC., A COOPERATIVE",383.55
6488,6488_DS6488-0,AMUG,383.55
7258,7258_CATALOG-AS7258,"Webhero, Inc.",383.55
10786,10786_CHARTWAY-FCU,Chartway Federal Credit Union,383.55
11163,11163_PLINK-OSIDE,Promptlink Communications Inc.,383.55
11973,11973_SECUREINDEPENDENCE,"Secure Independence, Inc",383.55
12051,12051_ESCONDIDO-CA,City of Escondido,383.55
13829,13829_PIMACOUNTY,Pima County,383.55
13918,13918_CITYOFTUCSON,City of Tucson,383.55
13980,,,383.55
14289,14289_CBTKS-AS,COREFIRST BANK & TRUST,383.55
14461,,,383.55
14470,14470_FALLSCHURCHVAGOV,CITY OF FALLS CHURCH,383.55
14666,14666_SPIRIT1,SpiritBank,383.55
14690,14690_PEORIAUSD11,Peoria Unified School District,383.55
14871,14871_DKM11-ARIN,The Reynolds and Reynolds Company,383.55
14885,14885_RAND-GRAPHICS,"Rand Graphics, Inc.",383.55
15013,15013_LMID,"Fuss & O'Neill Technologies, LLC",383.55
15335,15335_KAPLAN-TELEPHONE,"KAPLAN TELEPHONE COMPANY, INC.",383.55
16636,16636_CWF-ASN-BGP,The Colonial Williamsburg Foundation,383.55
17127,17127_KGI-NV,"Konami Gaming, Inc.",383.55
17272,17272_ROTH-NET,"ROTH CAPITAL PARTNERS, LLC",383.55
19125,19125_ROCK-NET,Rockford Corporation,383.55
19243,19243_ACMLLC,Atlantic Coast Mortgage LLC,383.55
19354,19354_WJCC-PUBLIC-SCHOOLS,Williamsburg James City County Public Schools,383.55
19396,,,383.55
19697,19697_DUPRE,Dupre Energy Services LLC,383.55
20269,20269_VAIL-SCHOOL-DISTRICT-1,Vail School District,383.55
20436,20436_PGTC-COM,Prairie Grove Telephone Co.,383.55
21746,21746_MANCON-COX-CAVALIER-FAILOVER,Mancon,383.55
21852,21852_DISNW1,"State Of Arkansas, Division of Information Systems",383.55
21997,21997_APEXCOVANTAGE-192-74-136,"Apex CoVantage, LLC",383.55
22014,22014_INNOVATION-NETWORK,City of Las Vegas,383.55
22073,22073_CITY-OF-GLENDALE,City of Glendale,383.55
22164,22164_CCSD,Clark County School District,383.55
22263,22263_NRHSAS,Norman Regional Health System,383.55
22265,22265_GENESIS-OMAHA-NE,"GENESIS SYSTEMS, LLC",383.55
22842,22842_ATT-L3,Butler County Community College,383.55
22985,22985_UL-LAFAYETTE-1,University of Louisiana at Lafayette,383.55
23490,23490_WESTDEVINC,"West Development, INC.",383.55
23508,23508_CGH-MAIN-CAMPUS,Chesapeake General Hospital,383.55
23544,23544_ASN1,City of Mission Viejo,383.55
26712,,,383.55
26783,26783_MARICOPA-COUNTY-COMMUNITY-COLLEGE-DISTRICT,Maricopa County Community College District,383.55
26829,26829_YKK-USA,"YKK USA,INC",383.55
26976,26976_LIZ-CLAIBORNE-INC,Kate Spade Holdings LLC,383.55
27396,27396_ASSOCI-BR-AS1,Associated Grocers,383.55
27573,27573_OSLA-AS-1,OKLAHOMA STUDENT LOAN AUTHORITY,383.55
30279,30279_TUHSD-AS1,TOLLESON UNION HIGH SCHOOL DISTRICT #214,383.55
31848,31848_DVUSD,Deer Valley Unified School District #97,383.55
31935,31935_APOG-NORFOLK,Apogee Telecom Inc.,383.55
32350,32350_CANDIDCOLORSYSTEMS,"Candid Color Systems, Inc.",383.55
32383,32383_ROME-NET,ROME Sverdrup,383.55
32412,32412_HOLX,HOLOGIC INC,383.55
32509,32509_SEDGWICK-COUNTY-AS,Sedgwick County Information Services,383.55
32766,32766_FIDELITY-BANK,Fidelity Bank,383.55
32830,32830_CCS-325-1,"Connecticut Computer Service, Inc.",383.55
33051,,,383.55
33270,33270_PMCSAZ,Preferred Medical Claim Solutions,383.55
33322,33322_NDCHOST,"Network Data Center Host, Inc.",383.55
33347,33347_NAVICENT,NAVICENT HEALTH,383.55
33396,33396_GENERAL-HEALTH-SYSTEMS,GENERAL HEALTH SYSTEM,383.55
33496,33496_ISC,"ISC CONSTRUCTORS, LLC",383.55
35851,35851_BANKERSBANKOFKANSAS,Bankers' Bank of Kansas,383.55
36392,36392_SMART-CITY-VBCC,"SMART CITY NETWORKS, LIMITED PARTNERSHIP",383.55
36860,36860_BANCFIRST,BancFirst,383.55
40077,,,383.55
40146,40146_RTCONN-LAS,"Right Connection, Inc.",383.55
40619,40619_CLARK-COUNTY-NEVADA,"Clark County, Nevada",383.55
40905,40905_BGP-INFOSYNC,InfoSync Services,383.55
46229,46229_MDE,Million Dollar Elm Casino,383.55
46249,46249_OAI-5-ASN,Omni Air International Inc.,383.55
46334,46334_PRINCEWILLIAMCOSCHOOLS,Prince William County Public Schools,383.55
53477,53477_NO,Hilti Incorporated,383.55
53700,53700_DRANGRID-NETWORKS,"DRAN Grid Networks, LLC",383.55
53748,53748_UMCSN-AS,University Medical Center of Southern Nevada,383.55
53881,53881_JCT-AS01,JOHN CHRISTNER TRUCKING,383.55
54091,54091_WWMCASN,"White Wilson Medical Center, P.A.",383.55
54513,54513_ERHC,EL RIO HEALTH CENTER,383.55
54567,54567_CORPORATE-ROLANDDGA,Roland DGA Corporation,383.55
54763,54763_MHC,Monarch HealthCare,383.55
62953,62953_EXCEL-IND,"Excel Industries, Inc.",383.55
63097,63097_CITY-OF-POWAY,City of Poway,383.55
63463,63463_EXPRESSSERVER-INTERNET,Express Employment Professionals,383.55
63484,63484_CREDIT-UNION-WEST,Credit Union West,383.55
64019,64019_OPENSTACK-HK,OpenStack Limited,383.55
393633,393633_PRMC-ASN1,Pratt Regional Medical Center,383.55
393840,393840_CAG-AS01,Chapman Automotive Group,383.55
394376,394376_CAMTECH-BROADBAND,CamTech Broadband,383.55
394444,394444_ASNJEFFXDC01,"Jefferson Radiology, P.C.",383.55
394505,394505_CCL-AS,"CityCenter Land, LLC",383.55
394580,394580_FCVA-INET,County of Franklin Virginia,383.55
394683,394683_ACHE,Arkansas Colleges of Health Education,383.55
395027,395027_AGT-US-5800,"Ainsworth Game Technology, Inc.",383.55
395185,395185_ESCAMBIA-COUNTY-FL-BCC,Escambia County FL Board of County Commissioners,383.55
395751,395751_DRAD-ASNET,DESERT RADIOLOGISTS,383.55
395883,395883_GILA-RIVER,AEG,383.55
396034,396034_FJMG-AS,Fletcher Jones Management Group LLC,383.55
396179,396179_SVH-KS-INET-01,"STORMONT-VAIL HEALTHCARE, INC.",383.55
397055,397055_LNH-ASN-01,12-182-8156,383.55
397124,397124_JCHLV,Virgin Hotels Las Vegas,383.55
397155,397155_BOK-CENTER,BOK Center,383.55
398145,398145_MHM-DATACENTER-01,"Centurion Group, Inc.",383.55
398155,398155_WBR-LA-01,West Baton Rouge Parish Council,383.55
398265,398265_NORDAM-GROUP-01,The Nordam Group LLC,383.55
398952,398952_AG-ASN,AMBRY GENETICS CORPORATION,383.55
399198,399198_OKCCC,Oklahoma City Convention Center,383.55
399212,399212_GFBMIC,GEORGIA FARM BUREAU MUTUAL INSURANCE COMPANY,383.55
399701,399701_NWW-PHX-1,"NAVAERA WORLDWIDE, LLC",383.55
399717,399717_NU,"Newman University, Inc.",383.55
400086,400086_OUHBGPAS1,"OU Medicine, Inc.",383.55
400258,400258_HBE-INTERNET,"Professional Satellite Service, Inc.",383.55
400285,400285_GUSD-AS,Gilbert Public Schools,383.55
400896,400896_HUSD-AS1,HIGLEY UNIFIED SCHOOL DISTRICT #60,383.55
401149,401149_EQUITYBANK-ASN,Equity Bank,383.55
401239,401239_ASN-RKECO-NET,Roanoke County,383.55
40723,40723_UVA-WISE-AS,The University of Virginia's College at Wise,383.55
399592,399592_IGO-TECHNOLOGY,"iGo Technology, Inc.",383.55
4374,4374_CKE-RESTAURANTS,"CKE Restaurants Holdings, Inc.",383.55
11297,11297_LIPSCOMB,Lipscomb University,383.55
19309,19309_WILLIAMSON-MEDICAL-CENTER-AS,Williamson Medical Center,383.55
19841,19841_ISNS1,ISNS,383.55
40892,40892_EFTSOURCE2008,"EFT Source, Inc.",383.55
393453,393453_SMILEDIRECTCLUB-1,"Smile Direct Club, LLC",383.55
400386,400386_APOG-MHMC,Apogee Telecom Inc.,383.55
11978,11978_VL-221-11978,"Vegas.com, LLC",383.55
15340,15340_CVI-BORDER-1,"Community Vision, Inc.",383.55
16667,16667_MGMRI-AS,"MGM Resorts International Operations, Inc.",383.55
19838,19838_BLUE-WATER-NETWORKS,Blue Water Networks,383.55
21783,21783_SILVERNET,State of Nevada,383.55
27379,27379_SELECT-STAFFING,Select Staffing,383.55
27474,27474_IVN-LV,"I-View Now, LLC",383.55
29892,29892_BLUELOCK,"BlueLock, LLC",383.55
33297,33297_VEGAS,Sumofiber,383.55
36468,36468_INTELLIGENT-TECHNICAL-SOLUTIONS,Intelligent Technical Solutions,383.55
40173,40173_CHG-AS-01,Circa Resort & Casino,383.55
46522,46522_COH,"City of Henderson, Nevada",383.55
55143,55143_NEXUSTEK-LASASN01,"Nexus Technologies, LLC",383.55
62562,62562_SYNCREON-US,Syncreon America Inc,383.55
62873,62873_SEQ-NET,"Sequris Group, LLC",383.55
63445,63445_CFG,"Cetera Financial Group, Inc.",383.55
393616,393616_ISS-GOVERNANCE,ISS Governance,383.55
186,186_CUA-AS,The Catholic University of America,383.55
15328,15328_DATAPRISE-INC,"Dataprise, Inc.",383.55
21706,21706_KHHTE,"Kellogg, Huber, Hansen, Todd & Evans, PLLC",383.55
26767,26767_NGP-VAN,"NGP VAN, Inc.",383.55
27412,27412_NCHE,American Council on Education,383.55
29903,29903_WRLC-AS,Washington Research Library Consortium,383.55
54754,,,383.55
54954,54954_INFOSTRUCTURES,"INFOSTRUCTURES, INC.",383.55
394915,394915_DFC-WASH,U.S. International Development Finance Corporation,383.55
25928,25928_AS-WISPER-LZR,"Wisper ISP, LLC",383.55
16767,16767_SPI-TC-AZO,"Summit Polymers, Inc.",383.55
19880,19880_REALCOMPII,REALCOMP II LTD.,383.55
26532,26532_MACLEAN-FOGG,Mac Lean-Fogg Company,383.55
30242,30242_SAMSA,SAMSA,383.55
30243,30243_SPSD,The School District of the City of Saginaw,383.55
33583,33583_IBC-FGIS,Isabella Bank Corporation,383.55
39969,39969_4FRONT-PRI,4Front Credit Union,383.55
40200,40200_ASN-MUNSON-CHARTER-ATT,Munson Healthcare,383.55
46119,46119_MIDMICHIGANHEALTH-AS-1,MidMichigan Health,383.55
46252,46252_HIA-TRCY,Hagerty Insurance Agency LLC,383.55
54638,54638_NSO,"NETSOURCE ONE, INC",383.55
63108,63108_MMRSAG-10,Mobile Medical Response Inc,383.55
393999,393999_ALPINEWEB,AlpineWEB,383.55
395175,395175_HEIDENTECH,Heiden Technology Solutions,383.55
395393,395393_MORLEY,Morley Companies Incorporated,383.55
395638,395638_OTTAWACO-ASN1,County of Ottawa,383.55
397786,397786_ASPEN-SMART-NETWORKS,Aspen Wireless Technologies Inc,383.55
398261,398261_MCCC-MONROE-MI,Monroe County Community College,383.55
398483,398483_SRS-PHARMACY,"SRS Pharmacy Systems, Inc.",383.55
399363,399363_OAISD-OAWAN,Ottawa Area ISD,383.55
14523,14523_GEA-CONNECT,Greeneville Energy Authority,383.55
283,283_MPOWERLABS,"MPower Labs, Inc.",383.55
5026,5026_LVVWD,Las Vegas Valley Water District,383.55
7909,7909_CARMAX-AS,"CarMax Enterprise Services, LLC",383.55
10487,10487_SIMPLENET,"Simple Network Communications, Inc",383.55
11192,11192_SMART-CITY-HQ,"SMART CITY NETWORKS, LIMITED PARTNERSHIP",383.55
11235,11235_ITRONHOSTINGAS,Itron-Hosting,383.55
11307,11307_6750REI,Recreational Equipment Inc.,383.55
12061,12061_24HOURFITNESS,"24 Hour Fitness USA, Inc.",383.55
14128,14128_NU-EDU,National University,383.55
18599,18599_SMARTCLOUD1,"SmartCloud, LLC",383.55
18957,18957_TAXRESOURCES-1,TaxAudit.com,383.55
20062,20062_WASTE-MAN,WASTE MANAGEMENT INC.,383.55
22229,22229_WORLDPAC,WORLDPAC INC.,383.55
26263,26263_CLV-MULTIHOME,City of Las Vegas,383.55
27441,27441_SSN-US,ITRON INC.,383.55
27496,27496_AS27496,"VENETIAN CASINO RESORT, LLC",383.55
33012,33012_VERTEX-RESEARCH-GROUP,"Vertex Research Group, Inc.",383.55
33723,33723_LENNAR,Lennar Corporation,383.55
46550,46550_LOGICORP,Logitech Inc,383.55
47094,47094_ITRON-6-47094,Itron,383.55
54271,54271_MECHANICS,Mechanics Bank,383.55
54414,54414_RESPEC,Respec Inc,383.55
54425,54425_WORLDORG,World Organization,383.55
54793,54793_WLC-EXTON,White Label Communications LLC,383.55
55092,55092_SANSUM-CLINIC,Sansum Santa Barbara Medical Foundation Clinic,383.55
62578,62578_PFCU-I-DRIVE-32821,Partners Federal Credit Union,383.55
62914,62914_MFI-ASN,"Mattress Firm, Inc.",383.55
63061,63061_CARLSONWAGONLITTRAVEL,"CWT US, LLC",383.55
393470,393470_BLACKLIST,Mocan Media LLC,383.55
393726,393726_ASGN,"On Assignment, Inc.",383.55
393899,393899_RWLV,RESORTS WORLD LAS VEGAS LLC,383.55
394183,394183_TRUSTMARK-NATIONAL-BANK,Trustmark National Bank,383.55
394939,,,383.55
395349,395349_CLOUDSAFE-PROVIDER,"Cloudsafe, Ltd.",383.55
396072,396072_SCAG,Southern California Association of Governments,383.55
397110,397110_CLOUD-CONNECT-01,Marathon Oil Company,383.55
397933,397933_DC2-WAN,"Clark Associates, Inc.",383.55
399281,399281_GMS-US-ATL,ITRON INC.,383.55
400567,400567_CHRISTIAN-CARE-MINISTRIES,"Christian Care Ministries, Inc.",383.55
400946,400946_AMI-PROD-00121,AMI Entertainment LLC,383.55
401086,401086_ODY-ASN,Odyssey Logistics & Technology Corporation,383.55
26826,26826_OUSD-SOCAL,Orange Unified School District,383.55
394607,394607_SAUSD-ASN-1,Santa Ana Unified School District,383.55
27323,27323_SERVERSTADIUM,Wowrack.com,383.55
396284,396284_QSRGROUP,QSR GROUP LLC.,383.55
11035,11035_KCPA1,"The Raymond F. Kravis Center for the Performing Arts, Inc.",383.55
17082,17082_SMART-CITY-MBCC,"SMART CITY NETWORKS, LIMITED PARTNERSHIP",383.55
62622,62622_HOTWI-62622,Hotwire Communications,383.55
396260,396260_FONTAINEBLEAU-MIAMI-BEACH,Fontainebleau Miami Beach,383.55
5642,5642_ASHDOWN-TECH,"Ashdown Technologies, Inc.",383.55
22247,22247_LETOURNEAUUNIVERSITY,LeTourneau University,383.55
395571,395571_TYR-VLT-110,Tyler Vault,383.55
397886,397886_SUPERNET,SUPERNet,383.55
398881,398881_SFG-199-33-226,"SFG, LLC",383.55
399962,399962_CCECA-1,Cherokee County Electric Cooperative Association,383.55
400344,400344_ETFH-PAL-01,East Texas Broadband,383.55
400845,400845_ASN-ECX,"ECXSYSTEMS, LLC",383.55
13831,13831_POGOZONE-OA,PogoZone,383.55
17129,17129_POGOZONE-FN,PogoZone,383.55
394074,394074_POGOZONE-ALLIXO,PogoZone,383.55
398011,398011_LYNDENDOOR,"Lynden Door, Inc.",383.55
394598,394598_CVLD,"CROSSLINK LONG DISTANCE, COMPANY",383.55
19827,19827_CCC-AS,City of Carson City,383.55
63301,63301_GSR-ARIN-01,"MEI-GSR Holdings, LLC",383.55
395376,,,383.55
1360,1360_MEWS-04,Mayfield Electric & Water Systems,383.55
27197,27197_PEPB,Princeton Electric Plant Board,383.55
14940,14940_LIGO-HANFORD-OBSERVATORY,LIGO Livingston Observatory,383.55
7961,7961_RBC,"Raw Bandwidth Communications, Inc.",383.55
63316,63316_CITY-OF-FOSTER-CITY,City of Foster City,383.55
5101,5101_LEECOUNTYSCHOOLS,The School District of Lee County,383.55
12228,12228_2CO,"GENESISCARE USA OF FLORIDA, LLC",383.55
13699,13699_SWFLAFC,SWF Associates in Podiatric Medicine & Surgery,383.55
19589,19589_COL,City Of Leesburg,383.55
46576,46576_LOEWS-HOTELS-ORLANDO,Loews Hotels at Universal Orlando,383.55
396883,396883_MTG-RHR-ASN-01,"Millennium Technology Group, Inc.",383.55
22643,22643_WESTEDORG,WestEd,383.55
14236,14236_PACKETWISE,PacketWise Inc.,383.55
16790,16790_TNBCI-TRANSNATIONAL-BANK-CARD,TransNational Bank Card,383.55
19557,19557_CHANGEIP-01,CHANGEIP COM,383.55
46221,46221_MISCHOICE,"MIS Choice, Inc.",383.55
46242,46242_SAFEWAYINS1,Safeway Insurance Group,383.55
398097,398097_WINTRUST-FINANCIAL-CORPORATION-EG-IL,Wintrust Financial Corporation,383.55
26272,26272_AMDS-COSMOS,"AM Data Service, Inc.",383.55
397925,397925_REDEYE-ATL-DC2,RedEye Network Solutions LLC,383.55
399504,399504_STREAMING-SYSTEMS-LLC,"Streaming Systems, LLC",383.55
400201,400201_AS-SFLSC,"SFLSC, LLC",383.55
7070,7070_IHEARTMEDIA-AS-7070,"iHeartCommunications, Inc.",383.55
2933,2933_NETNODE,Real/Time Communications,383.55
21725,21725_RITTERNET-MIL,Ritter Communications,383.55
46986,46986_RITTCT020,Ritter Communications,383.55
47041,47041_ASN-STBER-3,ST BERNARDS HEALTHCARE,383.55
395041,395041_SFHS-CAPE-GIRARDEAU,Saint Francis Medical Center,383.55
398159,398159_RICEBELT-1,"RICE BELT TELEPHONE CO., INC.",383.55
399493,399493_PETITJEANFIBER-01,Petit Jean Fiber,383.55
23410,23410_NET-NASSAU-BOCES,Nassau County BOCES,383.55
11516,11516_ASN-ESB,Eastern Suffolk BOCES,383.55
395384,395384_MUFSD-1,Massapequa Union Free School District,383.55
23465,23465_NUTELECOM,Nuvera,383.55
46494,46494_CHRISCOMCO,Christensen Communications Company,383.55
58305,58305_SYN-US,SYN LTD,383.55
62501,62501_SA10,Security Arsenal,383.55
213549,213549_SATISFYHOST,SATISFYHOST LTD,383.55
399883,399883_CODEFORHOST-AS-ARIN,CodeforHost Inc,383.55
400298,400298_MADCITYSERVERS-LLC,Madcityservers LLC,383.55
10685,10685_ASA5COM,A5.COM,383.55
13805,13805_WORLD-COMMUNICATIONS,World Communications,383.55
18140,18140_YAHOO-18140,LY Corporation,383.55
205651,205651_CATOFES,Hao Qiao,383.55
34778,34778_SIEMENS-INDUSTRY-SOFTWARE-EGYPT,Siemens Industry Software Limited,383.55
141759,141759_HXTHTC-AS-AP,"HONGKONG XING TONG HUI TECHNOLOGY CO.,LIMITED",383.55
215821,215821_AS215821,London Digital Systems LTD,383.55
401645,401645_DATAIMPULSE-AS,Softoria LLC,383.55
22934,22934_SLIC-NETWORK-AS,"Starmount Insurance Agency, Inc.",383.55
398232,398232_CONNECTANZA,Anza Electric Cooperative Inc,383.55
399060,399060_BEC-COMM,"BEC Communications, LLC",383.55
396330,,,383.55
25737,25737_JONE,Jone Broadband LLC,383.55
25769,25769_GVTEL,Garden Valley Telephone Company,383.55
40496,40496_NEXGENACCESS,"NEXGENACCESS, INC.",383.55
19044,19044_INNER,The Inner Net,383.55
25692,25692_AEGISINFOSYS,AEGIS INFORMATION SYSTEMS INC,383.55
25817,25817_SMARTECHCORP,SMARTECH CORPORATION,383.55
27922,27922_,Smithsonian Tropical Research Institute,383.55
15178,,,383.55
25851,25851_ALTIUS-FL-AS,"ALTIUS Broadband, LLC",383.55
11080,11080_YKWC,"Yellowknife Wireless Company, LLC",383.55
13312,13312_LUHDREEDSPORT-001,Lower Umpqua Hospital District,383.55
14107,14107_PCINW-PN001,"Preferred Connections, Inc. NW",383.55
18995,18995_CLACKAMAS-ASN,Clackamas County,383.55
22154,22154_NUTECH,"Nu Tech Software Solutions, Inc.",383.55
